cusip,st_date,en_date,num_art
02079K30,2013-02-21,2013-02-21,170
02079K30,2013-02-22,2013-02-22,105
02079K30,2013-02-25,2013-02-25,118
02079K30,2013-02-26,2013-02-26,122
02079K30,2013-02-27,2013-02-27,121
02079K30,2013-02-28,2013-02-28,101
02079K30,2013-03-05,2013-03-05,115
02079K30,2013-03-06,2013-03-06,132
02079K30,2013-03-07,2013-03-07,120
02079K30,2013-03-11,2013-03-11,113
02079K30,2013-03-12,2013-03-12,154
02079K30,2013-03-13,2013-03-13,199
02079K30,2013-03-14,2013-03-14,202
02079K30,2013-03-20,2013-03-20,106
02079K30,2013-03-21,2013-03-21,123
02079K30,2013-03-22,2013-03-22,108
02079K30,2013-03-26,2013-03-26,114
02079K30,2013-03-28,2013-03-28,117
02079K30,2013-04-04,2013-04-04,282
02079K30,2013-04-09,2013-04-09,120
02079K30,2013-04-10,2013-04-10,117
02079K30,2013-04-17,2013-04-17,126
02079K30,2013-04-18,2013-04-18,212
02079K30,2013-04-22,2013-04-22,105
02079K30,2013-05-07,2013-05-07,107
02079K30,2013-05-14,2013-05-14,159
02079K30,2013-05-15,2013-05-15,604
02079K30,2013-05-16,2013-05-16,240
02079K30,2013-05-17,2013-05-17,101
02079K30,2013-05-23,2013-05-23,101
02079K30,2013-05-24,2013-05-24,107
02079K30,2013-05-30,2013-05-30,112
02079K30,2013-06-07,2013-06-07,221
02079K30,2013-06-10,2013-06-10,111
02079K30,2013-06-11,2013-06-11,216
02079K30,2013-06-12,2013-06-12,126
02079K30,2013-06-26,2013-06-26,102
02079K30,2013-07-17,2013-07-17,122
02079K30,2013-07-18,2013-07-18,296
02079K30,2013-07-19,2013-07-19,109
02079K30,2013-07-24,2013-07-24,158
02079K30,2013-07-25,2013-07-25,105
02079K30,2013-07-31,2013-07-31,149
02079K30,2013-08-01,2013-08-01,129
02079K30,2013-08-07,2013-08-07,113
02079K30,2013-08-29,2013-08-29,114
02079K30,2013-09-11,2013-09-11,119
02079K30,2013-09-18,2013-09-18,108
02079K30,2013-10-01,2013-10-01,101
02079K30,2013-10-18,2013-10-18,138
02079K30,2013-10-21,2013-10-21,102
02079K30,2013-10-30,2013-10-30,106
02079K30,2013-10-31,2013-10-31,142
02079K30,2013-11-01,2013-11-01,125
02079K30,2013-11-14,2013-11-14,137
02079K30,2013-11-18,2013-11-18,108
02079K30,2013-12-16,2013-12-16,106
06050510,2010-03-10,2010-03-10,105
06050510,2010-04-16,2010-04-16,165
06050510,2010-05-06,2010-05-06,104
08467070,2018-01-30,2018-01-30,133
08467070,2018-02-26,2018-02-26,109
08467070,2018-05-05,2018-05-05,103
20030N10,2004-02-11,2004-02-11,168
20030N10,2004-02-12,2004-02-12,164
20030N10,2009-12-03,2009-12-03,214
20030N10,2009-12-04,2009-12-04,112
02079K30,2014-01-14,2014-01-14,103
02079K30,2014-01-15,2014-01-15,118
02079K30,2014-01-17,2014-01-17,103
02079K30,2014-01-22,2014-01-22,107
02079K30,2014-01-27,2014-01-27,106
02079K30,2014-01-29,2014-01-29,167
02079K30,2014-01-30,2014-01-30,205
02079K30,2014-01-31,2014-01-31,126
02079K30,2014-02-04,2014-02-04,113
02079K30,2014-02-05,2014-02-05,111
02079K30,2014-02-19,2014-02-19,128
02079K30,2014-02-20,2014-02-20,130
02079K30,2014-03-13,2014-03-13,118
02079K30,2014-03-18,2014-03-18,130
02079K30,2014-03-19,2014-03-19,121
06050510,2010-07-16,2010-07-16,161
06050510,2010-10-08,2010-10-08,133
06050510,2010-10-15,2010-10-15,125
06050510,2010-10-19,2010-10-19,213
06050510,2010-10-20,2010-10-20,165
06050510,2010-12-01,2010-12-01,126
06050510,2010-12-07,2010-12-07,129
06050510,2011-01-03,2011-01-03,110
06050510,2011-01-04,2011-01-04,104
06050510,2011-01-11,2011-01-11,145
06050510,2011-01-21,2011-01-21,181
06050510,2011-03-01,2011-03-01,103
06050510,2011-03-08,2011-03-08,106
20030N10,2010-09-27,2010-09-27,104
20030N10,2011-01-18,2011-01-18,115
20030N10,2013-02-12,2013-02-12,118
20030N10,2013-02-13,2013-02-13,185
20030N10,2013-03-27,2013-03-27,134
36960410,2011-09-20,2011-09-20,108
36960410,2011-10-21,2011-10-21,107
36960410,2011-12-13,2011-12-13,121
36960410,2012-01-20,2012-01-20,102
36960410,2012-10-19,2012-10-19,109
37045V10,2008-06-03,2008-06-03,159
37045V10,2008-06-04,2008-06-04,132
37045V10,2008-07-15,2008-07-15,113
37045V10,2008-08-01,2008-08-01,151
37045V10,2008-09-15,2008-09-15,188
37045V10,2008-10-13,2008-10-13,116
37045V10,2008-10-29,2008-10-29,118
37045V10,2008-11-07,2008-11-07,201
37045V10,2008-11-10,2008-11-10,129
37045V10,2008-11-11,2008-11-11,108
37045V10,2008-11-12,2008-11-12,134
37045V10,2008-11-17,2008-11-17,157
37045V10,2008-11-18,2008-11-18,176
37045V10,2008-11-19,2008-11-19,250
37045V10,2008-11-20,2008-11-20,193
37045V10,2008-11-21,2008-11-21,143
37045V10,2008-12-01,2008-12-01,111
37045V10,2008-12-02,2008-12-02,200
37045V10,2008-12-03,2008-12-03,189
37045V10,2008-12-04,2008-12-04,221
37045V10,2008-12-05,2008-12-05,192
37045V10,2008-12-08,2008-12-08,176
37045V10,2008-12-09,2008-12-09,139
37045V10,2008-12-10,2008-12-10,168
37045V10,2008-12-11,2008-12-11,172
37045V10,2008-12-12,2008-12-12,333
37045V10,2008-12-13,2008-12-13,107
37045V10,2008-12-15,2008-12-15,121
37045V10,2008-12-18,2008-12-18,108
37045V10,2008-12-19,2008-12-19,297
37045V10,2008-12-20,2008-12-20,112
37045V10,2008-12-22,2008-12-22,110
37045V10,2008-12-30,2008-12-30,114
37045V10,2009-01-12,2009-01-12,144
37045V10,2009-02-03,2009-02-03,102
37045V10,2009-02-10,2009-02-10,111
37045V10,2009-02-17,2009-02-17,188
37045V10,2009-02-18,2009-02-18,284
37045V10,2009-02-19,2009-02-19,151
37045V10,2009-02-20,2009-02-20,154
37045V10,2009-02-26,2009-02-26,111
37045V10,2009-02-27,2009-02-27,112
37045V10,2009-03-03,2009-03-03,116
37045V10,2009-03-05,2009-03-05,163
37045V10,2009-03-06,2009-03-06,171
37045V10,2009-03-30,2009-03-30,514
37045V10,2009-03-31,2009-03-31,371
37045V10,2009-04-01,2009-04-01,253
37045V10,2009-04-02,2009-04-02,153
37045V10,2009-04-06,2009-04-06,110
37045V10,2009-04-08,2009-04-08,102
37045V10,2009-04-17,2009-04-17,108
37045V10,2009-04-22,2009-04-22,103
37045V10,2009-04-23,2009-04-23,159
37045V10,2009-04-24,2009-04-24,155
37045V10,2009-04-27,2009-04-27,239
37045V10,2009-04-28,2009-04-28,223
37045V10,2009-04-29,2009-04-29,110
37045V10,2009-04-30,2009-04-30,139
37045V10,2009-05-01,2009-05-01,126
37045V10,2009-05-04,2009-05-04,139
37045V10,2009-05-05,2009-05-05,137
37045V10,2009-05-06,2009-05-06,123
37045V10,2009-05-07,2009-05-07,166
37045V10,2009-05-08,2009-05-08,117
37045V10,2009-05-11,2009-05-11,112
37045V10,2009-05-12,2009-05-12,141
37045V10,2009-05-13,2009-05-13,121
37045V10,2009-05-14,2009-05-14,133
37045V10,2009-05-15,2009-05-15,189
37045V10,2009-05-16,2009-05-16,122
37045V10,2009-05-18,2009-05-18,127
37045V10,2009-05-20,2009-05-20,154
37045V10,2009-05-21,2009-05-21,148
37045V10,2009-05-22,2009-05-22,252
37045V10,2009-05-26,2009-05-26,182
37045V10,2009-05-27,2009-05-27,252
37045V10,2009-05-28,2009-05-28,334
37045V10,2009-05-29,2009-05-29,352
37045V10,2009-05-30,2009-05-30,131
37045V10,2009-05-31,2009-05-31,117
37045V10,2009-06-01,2009-06-01,909
37045V10,2009-06-02,2009-06-02,723
37045V10,2009-06-03,2009-06-03,351
37045V10,2009-06-04,2009-06-04,229
37045V10,2009-06-05,2009-06-05,213
37045V10,2009-06-08,2009-06-08,159
37045V10,2009-06-09,2009-06-09,151
37045V10,2009-06-10,2009-06-10,145
37045V10,2009-06-11,2009-06-11,130
37045V10,2009-06-12,2009-06-12,131
37045V10,2009-06-16,2009-06-16,116
37045V10,2009-06-17,2009-06-17,111
37045V10,2009-06-26,2009-06-26,121
37045V10,2009-07-01,2009-07-01,134
37045V10,2009-07-06,2009-07-06,121
37045V10,2009-07-10,2009-07-10,189
37045V10,2009-07-13,2009-07-13,136
37045V10,2009-07-14,2009-07-14,111
37045V10,2009-07-15,2009-07-15,116
37045V10,2009-07-22,2009-07-22,111
37045V10,2009-08-19,2009-08-19,109
37045V10,2009-09-10,2009-09-10,172
37045V10,2009-11-04,2009-11-04,220
37045V10,2009-11-05,2009-11-05,105
37045V10,2009-11-16,2009-11-16,140
37045V10,2009-11-17,2009-11-17,114
37045V10,2009-12-01,2009-12-01,126
37045V10,2009-12-02,2009-12-02,158
37045V10,2009-12-04,2009-12-04,120
37045V10,2010-01-11,2010-01-11,123
37045V10,2010-01-26,2010-01-26,114
37045V10,2010-03-02,2010-03-02,172
37045V10,2010-03-03,2010-03-03,106
02079K30,2014-03-27,2014-03-27,105
02079K30,2014-04-03,2014-04-03,156
02079K30,2014-04-10,2014-04-10,106
02079K30,2014-04-15,2014-04-15,156
02079K30,2014-04-16,2014-04-16,166
02079K30,2014-04-17,2014-04-17,168
02079K30,2014-04-21,2014-04-21,106
20030N10,2014-02-13,2014-02-13,427
20030N10,2014-02-14,2014-02-14,205
20030N10,2014-02-24,2014-02-24,121
20030N10,2014-04-09,2014-04-09,122
20030N10,2015-04-23,2015-04-23,156
20030N10,2015-04-24,2015-04-24,290
20030N10,2015-05-26,2015-05-26,125
20030N10,2016-04-27,2016-04-27,110
20030N10,2016-04-28,2016-04-28,109
36960410,2013-02-13,2013-02-13,132
36960410,2013-04-08,2013-04-08,147
36960410,2013-04-19,2013-04-19,141
36960410,2013-05-04,2013-05-04,125
36960410,2013-05-31,2013-05-31,104
36960410,2013-07-19,2013-07-19,152
36960410,2014-04-28,2014-04-28,110
36960410,2014-04-29,2014-04-29,124
36960410,2014-04-30,2014-04-30,139
36960410,2014-06-16,2014-06-16,108
36960410,2014-06-19,2014-06-19,117
36960410,2014-06-20,2014-06-20,127
36960410,2014-07-18,2014-07-18,102
36960410,2014-09-08,2014-09-08,108
02079K30,2014-04-24,2014-04-24,119
02079K30,2014-04-30,2014-04-30,108
02079K30,2014-05-01,2014-05-01,102
02079K30,2014-05-07,2014-05-07,107
02079K30,2014-05-14,2014-05-14,125
02079K30,2014-05-15,2014-05-15,129
02079K30,2014-05-21,2014-05-21,109
02079K30,2014-05-22,2014-05-22,124
02079K30,2014-05-28,2014-05-28,120
02079K30,2014-05-29,2014-05-29,139
02079K30,2014-06-11,2014-06-11,111
02079K30,2014-06-19,2014-06-19,111
02079K30,2014-06-24,2014-06-24,109
02079K30,2014-06-25,2014-06-25,174
02079K30,2014-06-26,2014-06-26,176
02079K30,2014-07-23,2014-07-23,108
02079K30,2014-09-03,2014-09-03,125
02079K30,2014-09-04,2014-09-04,138
02079K30,2014-09-10,2014-09-10,114
02079K30,2014-09-11,2014-09-11,101
02079K30,2014-09-23,2014-09-23,102
02079K30,2014-09-24,2014-09-24,103
02079K30,2014-10-02,2014-10-02,108
02079K30,2014-10-09,2014-10-09,122
02079K30,2014-10-14,2014-10-14,120
02079K30,2014-10-15,2014-10-15,131
02079K30,2014-10-16,2014-10-16,159
02079K30,2014-10-28,2014-10-28,108
02079K30,2014-11-05,2014-11-05,112
02079K30,2014-11-12,2014-11-12,109
02079K30,2014-11-13,2014-11-13,114
02079K30,2014-12-04,2014-12-04,122
02079K30,2014-12-11,2014-12-11,101
02079K30,2015-01-14,2015-01-14,157
02079K30,2015-01-15,2015-01-15,164
02079K30,2015-01-20,2015-01-20,111
02079K30,2015-01-22,2015-01-22,138
02079K30,2015-01-26,2015-01-26,123
02079K30,2015-01-27,2015-01-27,119
02079K30,2015-01-28,2015-01-28,113
02079K30,2015-01-29,2015-01-29,109
02079K30,2015-02-25,2015-02-25,117
02079K30,2015-02-26,2015-02-26,125
02079K30,2015-03-02,2015-03-02,121
02079K30,2015-03-03,2015-03-03,104
02079K30,2015-03-04,2015-03-04,112
02079K30,2015-03-11,2015-03-11,109
02079K30,2015-03-19,2015-03-19,111
02079K30,2015-03-24,2015-03-24,148
02079K30,2015-03-25,2015-03-25,143
02079K30,2015-03-26,2015-03-26,114
02079K30,2015-04-01,2015-04-01,120
02079K30,2015-04-08,2015-04-08,104
02079K30,2015-04-15,2015-04-15,240
02079K30,2015-04-16,2015-04-16,153
02079K30,2015-04-22,2015-04-22,173
02079K30,2015-04-23,2015-04-23,170
02079K30,2015-04-29,2015-04-29,104
02079K30,2015-05-06,2015-05-06,114
02079K30,2015-05-28,2015-05-28,168
02079K30,2015-05-29,2015-05-29,107
02079K30,2015-06-24,2015-06-24,103
02079K30,2015-06-25,2015-06-25,121
02079K30,2015-07-02,2015-07-02,118
02079K30,2015-07-03,2015-07-03,216
02079K30,2015-07-09,2015-07-09,156
02079K30,2015-07-16,2015-07-16,235
02079K30,2015-07-17,2015-07-17,134
02079K30,2015-07-23,2015-07-23,163
02079K30,2015-07-30,2015-07-30,103
02079K30,2015-08-06,2015-08-06,197
02079K30,2015-08-11,2015-08-11,188
02079K30,2015-08-12,2015-08-12,101
02079K30,2015-08-13,2015-08-13,170
20030N10,2017-11-29,2017-11-29,107
20030N10,2017-11-30,2017-11-30,111
20030N10,2018-02-27,2018-02-27,133
20030N10,2018-03-30,2018-03-30,101
02079K30,2015-08-20,2015-08-20,150
20030N10,2018-06-13,2018-06-13,104
20030N10,2018-09-24,2018-09-24,134
37045V10,2010-04-01,2010-04-01,103
38141G10,2006-05-30,2006-05-30,109
38141G10,2006-05-31,2006-05-31,121
38141G10,2008-09-16,2008-09-16,101
38141G10,2008-09-22,2008-09-22,125
38141G10,2008-09-23,2008-09-23,104
38141G10,2008-09-24,2008-09-24,195
40434L10,2006-09-28,2006-09-28,192
40434L10,2006-09-29,2006-09-29,149
40434L10,2008-05-13,2008-05-13,141
02079K30,2015-09-02,2015-09-02,105
38141G10,2009-04-14,2009-04-14,164
40434L10,2009-11-12,2009-11-12,104
40434L10,2010-04-29,2010-04-29,112
40434L10,2010-08-09,2010-08-09,132
40434L10,2010-08-23,2010-08-23,130
40434L10,2010-08-26,2010-08-26,115
40434L10,2010-08-27,2010-08-27,115
40434L10,2010-08-30,2010-08-30,112
40434L10,2010-09-02,2010-09-02,113
40434L10,2010-09-07,2010-09-07,104
40434L10,2010-09-08,2010-09-08,122
40434L10,2010-09-13,2010-09-13,120
40434L10,2010-10-01,2010-10-01,108
40434L10,2011-02-23,2011-02-23,101
40434L10,2011-05-17,2011-05-17,188
40434L10,2011-08-18,2011-08-18,257
40434L10,2011-08-19,2011-08-19,323
40434L10,2011-08-22,2011-08-22,119
40434L10,2011-09-21,2011-09-21,136
40434L10,2011-09-22,2011-09-22,209
40434L10,2011-09-23,2011-09-23,161
40434L10,2011-10-28,2011-10-28,107
40434L10,2012-02-23,2012-02-23,101
40434L10,2012-05-24,2012-05-24,106
40434L10,2012-11-20,2012-11-20,229
40434L10,2012-11-21,2012-11-21,130
40434L10,2013-02-21,2013-02-21,106
40434L10,2013-03-20,2013-03-20,144
40434L10,2013-05-08,2013-05-08,185
40434L10,2013-05-22,2013-05-22,162
40434L10,2013-08-21,2013-08-21,135
40434L10,2014-10-06,2014-10-06,190
40434L10,2015-09-24,2015-09-24,101
02079K30,2015-09-25,2015-09-25,111
02079K30,2015-09-28,2015-09-28,119
02079K30,2015-09-29,2015-09-29,106
02079K30,2015-10-01,2015-10-01,107
02079K30,2015-10-02,2015-10-02,118
02079K30,2015-10-16,2015-10-16,112
02079K30,2015-10-20,2015-10-20,102
02079K30,2015-10-22,2015-10-22,104
02079K30,2015-10-23,2015-10-23,105
02079K30,2016-02-01,2016-02-01,122
02079K30,2016-02-12,2016-02-12,106
02079K30,2016-02-29,2016-02-29,110
02079K30,2016-05-18,2016-05-18,121
02079K30,2016-05-19,2016-05-19,127
02079K30,2016-07-14,2016-07-14,123
02079K30,2016-07-15,2016-07-15,102
02079K30,2016-07-25,2016-07-25,115
02079K30,2016-07-26,2016-07-26,128
02079K30,2016-07-28,2016-07-28,112
02079K30,2016-07-29,2016-07-29,143
02079K30,2016-08-01,2016-08-01,127
02079K30,2016-08-15,2016-08-15,101
02079K30,2016-10-04,2016-10-04,130
02079K30,2016-10-05,2016-10-05,138
02079K30,2016-11-15,2016-11-15,122
02079K30,2017-01-30,2017-01-30,107
02079K30,2017-02-06,2017-02-06,106
02079K30,2017-02-24,2017-02-24,135
02079K30,2017-03-08,2017-03-08,108
02079K30,2017-03-23,2017-03-23,119
02079K30,2017-04-26,2017-04-26,104
02079K30,2017-04-27,2017-04-27,127
02079K30,2017-04-28,2017-04-28,128
02079K30,2017-05-05,2017-05-05,102
02079K30,2017-05-12,2017-05-12,108
02079K30,2017-05-15,2017-05-15,139
02079K30,2017-05-16,2017-05-16,111
02079K30,2017-05-17,2017-05-17,179
02079K30,2017-05-18,2017-05-18,117
02079K30,2017-05-31,2017-05-31,104
02079K30,2017-06-09,2017-06-09,140
02079K30,2017-06-26,2017-06-26,117
02079K30,2017-06-27,2017-06-27,167
02079K30,2017-06-28,2017-06-28,126
02079K30,2017-07-24,2017-07-24,169
02079K30,2017-07-25,2017-07-25,127
02079K30,2017-08-08,2017-08-08,135
02079K30,2017-08-09,2017-08-09,154
02079K30,2017-08-11,2017-08-11,171
02079K30,2017-08-23,2017-08-23,140
02079K30,2017-09-15,2017-09-15,135
02079K30,2017-09-21,2017-09-21,101
02079K30,2017-09-27,2017-09-27,106
02079K30,2017-10-03,2017-10-03,116
02079K30,2017-10-04,2017-10-04,176
02079K30,2017-10-05,2017-10-05,120
02079K30,2017-10-12,2017-10-12,125
02079K30,2017-10-19,2017-10-19,120
02079K30,2017-10-26,2017-10-26,101
02079K30,2017-10-27,2017-10-27,132
02079K30,2017-10-31,2017-10-31,106
02079K30,2017-11-01,2017-11-01,136
02079K30,2017-11-02,2017-11-02,102
02079K30,2017-11-30,2017-11-30,101
02079K30,2017-12-06,2017-12-06,121
02079K30,2017-12-14,2017-12-14,109
02079K30,2018-01-08,2018-01-08,141
02079K30,2018-01-09,2018-01-09,117
02079K30,2018-02-01,2018-02-01,118
02079K30,2018-02-02,2018-02-02,135
02079K30,2018-02-05,2018-02-05,139
02079K30,2018-02-06,2018-02-06,101
02079K30,2018-02-07,2018-02-07,127
02079K30,2018-02-13,2018-02-13,116
02079K30,2018-03-14,2018-03-14,114
02079K30,2018-03-19,2018-03-19,128
02079K30,2018-03-20,2018-03-20,162
02079K30,2018-03-21,2018-03-21,127
02079K30,2018-03-26,2018-03-26,101
02079K30,2018-03-27,2018-03-27,172
02079K30,2018-04-04,2018-04-04,144
02079K30,2018-04-23,2018-04-23,118
02079K30,2018-04-24,2018-04-24,124
02079K30,2018-04-25,2018-04-25,101
02079K30,2018-05-08,2018-05-08,139
02079K30,2018-05-09,2018-05-09,132
02079K30,2018-05-10,2018-05-10,110
02079K30,2018-05-11,2018-05-11,103
02079K30,2018-05-31,2018-05-31,113
02079K30,2018-06-01,2018-06-01,113
02079K30,2018-06-05,2018-06-05,103
02079K30,2018-06-07,2018-06-07,124
02079K30,2018-06-18,2018-06-18,116
02079K30,2018-07-10,2018-07-10,113
02079K30,2018-07-18,2018-07-18,171
02079K30,2018-07-19,2018-07-19,193
02079K30,2018-07-23,2018-07-23,163
02079K30,2018-07-24,2018-07-24,172
02079K30,2018-08-02,2018-08-02,108
02079K30,2018-08-28,2018-08-28,189
02079K30,2018-08-29,2018-08-29,197
02079K30,2018-08-30,2018-08-30,149
02079K30,2018-08-31,2018-08-31,119
02079K30,2018-09-05,2018-09-05,104
02079K30,2018-09-06,2018-09-06,105
02079K30,2018-09-21,2018-09-21,120
02079K30,2018-09-24,2018-09-24,106
02079K30,2018-09-27,2018-09-27,101
02079K30,2018-10-08,2018-10-08,115
02079K30,2018-10-09,2018-10-09,240
02079K30,2018-10-10,2018-10-10,160
02079K30,2018-10-11,2018-10-11,127
02079K30,2018-10-12,2018-10-12,108
02079K30,2018-10-25,2018-10-25,138
02079K30,2018-10-26,2018-10-26,166
02079K30,2018-10-29,2018-10-29,116
02079K30,2018-10-30,2018-10-30,111
02079K30,2018-10-31,2018-10-31,105
02079K30,2018-11-01,2018-11-01,158
02079K30,2018-11-02,2018-11-02,133
02079K30,2018-11-08,2018-11-08,138
02079K30,2018-11-09,2018-11-09,109
02079K30,2018-11-14,2018-11-14,101
02079K30,2018-11-27,2018-11-27,133
02079K30,2018-11-28,2018-11-28,116
02079K30,2018-12-05,2018-12-05,102
02079K30,2018-12-06,2018-12-06,110
02079K30,2018-12-10,2018-12-10,109
02079K30,2018-12-11,2018-12-11,234
02079K30,2018-12-12,2018-12-12,138
02079K30,2018-12-17,2018-12-17,162
02079K30,2018-12-18,2018-12-18,106
37045V10,2010-06-04,2010-06-04,101
37045V10,2010-06-08,2010-06-08,114
37045V10,2010-06-09,2010-06-09,131
37045V10,2010-06-10,2010-06-10,122
37045V10,2010-08-12,2010-08-12,106
37045V10,2010-08-13,2010-08-13,108
37045V10,2010-08-18,2010-08-18,119
37045V10,2010-08-19,2010-08-19,125
37045V10,2010-10-01,2010-10-01,102
37045V10,2010-11-03,2010-11-03,147
37045V10,2010-11-17,2010-11-17,141
37045V10,2010-11-18,2010-11-18,266
37045V10,2010-11-19,2010-11-19,163
37045V10,2010-12-01,2010-12-01,122
37045V10,2011-01-11,2011-01-11,102
37045V10,2011-01-27,2011-01-27,101
37045V10,2011-02-01,2011-02-01,102
37045V10,2011-04-01,2011-04-01,114
37045V10,2011-05-05,2011-05-05,108
37045V10,2011-06-01,2011-06-01,111
37045V10,2011-11-09,2011-11-09,107
37045V10,2012-01-09,2012-01-09,117
37045V10,2012-02-16,2012-02-16,133
37045V10,2012-02-29,2012-02-29,102
37045V10,2012-03-01,2012-03-01,112
38141G10,2009-07-14,2009-07-14,182
38141G10,2009-07-15,2009-07-15,124
38141G10,2009-10-15,2009-10-15,153
38141G10,2009-10-16,2009-10-16,117
38141G10,2010-01-13,2010-01-13,108
38141G10,2010-01-14,2010-01-14,104
38141G10,2010-01-21,2010-01-21,149
38141G10,2010-01-22,2010-01-22,130
38141G10,2010-04-16,2010-04-16,476
38141G10,2010-04-17,2010-04-17,183
38141G10,2010-04-18,2010-04-18,121
38141G10,2010-04-19,2010-04-19,641
38141G10,2010-04-20,2010-04-20,530
38141G10,2010-04-21,2010-04-21,304
38141G10,2010-04-22,2010-04-22,237
38141G10,2010-04-23,2010-04-23,217
38141G10,2010-04-26,2010-04-26,204
38141G10,2010-04-27,2010-04-27,468
38141G10,2010-04-28,2010-04-28,292
38141G10,2010-04-29,2010-04-29,171
38141G10,2010-04-30,2010-04-30,219
38141G10,2010-05-01,2010-05-01,107
38141G10,2010-05-03,2010-05-03,178
38141G10,2010-05-04,2010-05-04,135
38141G10,2010-05-05,2010-05-05,123
38141G10,2010-05-07,2010-05-07,120
38141G10,2010-05-13,2010-05-13,102
38141G10,2010-07-15,2010-07-15,146
38141G10,2010-07-16,2010-07-16,180
38141G10,2010-07-20,2010-07-20,175
38141G10,2010-07-21,2010-07-21,190
38141G10,2010-10-19,2010-10-19,126
45814010,1998-03-05,1998-03-05,149
02079K30,2019-01-08,2019-01-08,115
02079K30,2019-01-21,2019-01-21,106
02079K30,2019-01-22,2019-01-22,104
02079K30,2019-01-28,2019-01-28,111
02079K30,2019-02-04,2019-02-04,159
02079K30,2019-02-05,2019-02-05,103
02079K30,2019-02-11,2019-02-11,126
02079K30,2019-02-13,2019-02-13,122
02079K30,2019-02-14,2019-02-14,107
02079K30,2019-02-25,2019-02-25,109
02079K30,2019-03-11,2019-03-11,117
02079K30,2019-03-13,2019-03-13,101
02079K30,2019-03-14,2019-03-14,116
02079K30,2019-03-19,2019-03-19,141
02079K30,2019-03-20,2019-03-20,127
02079K30,2019-03-25,2019-03-25,103
02079K30,2019-04-01,2019-04-01,104
02079K30,2019-04-08,2019-04-08,122
02079K30,2019-04-09,2019-04-09,125
02079K30,2019-04-10,2019-04-10,103
02079K30,2019-04-22,2019-04-22,125
02079K30,2019-04-23,2019-04-23,102
02079K30,2019-04-29,2019-04-29,135
02079K30,2019-04-30,2019-04-30,144
02079K30,2019-05-06,2019-05-06,117
02079K30,2019-05-07,2019-05-07,172
02079K30,2019-05-08,2019-05-08,161
02079K30,2019-05-13,2019-05-13,140
02079K30,2019-05-20,2019-05-20,266
02079K30,2019-05-21,2019-05-21,244
02079K30,2019-05-22,2019-05-22,125
02079K30,2019-05-27,2019-05-27,122
02079K30,2019-06-03,2019-06-03,240
02079K30,2019-06-04,2019-06-04,151
02079K30,2019-06-05,2019-06-05,114
02079K30,2019-06-06,2019-06-06,139
02079K30,2019-06-07,2019-06-07,125
02079K30,2019-06-10,2019-06-10,174
02079K30,2019-06-11,2019-06-11,104
02079K30,2019-06-12,2019-06-12,116
02079K30,2019-06-17,2019-06-17,144
02079K30,2019-06-19,2019-06-19,102
02079K30,2019-06-20,2019-06-20,103
02079K30,2019-06-24,2019-06-24,150
02079K30,2019-07-01,2019-07-01,131
02079K30,2019-07-08,2019-07-08,154
02079K30,2019-07-15,2019-07-15,139
02079K30,2019-07-16,2019-07-16,135
02079K30,2019-07-17,2019-07-17,130
02079K30,2019-07-22,2019-07-22,128
02079K30,2019-07-23,2019-07-23,114
02079K30,2019-07-24,2019-07-24,136
02079K30,2019-07-25,2019-07-25,122
02079K30,2019-07-26,2019-07-26,133
02079K30,2019-07-29,2019-07-29,101
02079K30,2019-08-19,2019-08-19,133
02079K30,2019-08-27,2019-08-27,107
02079K30,2019-08-28,2019-08-28,107
02079K30,2019-08-30,2019-08-30,109
02079K30,2019-09-04,2019-09-04,148
02079K30,2019-09-05,2019-09-05,124
02079K30,2019-09-06,2019-09-06,125
02079K30,2019-09-09,2019-09-09,212
02079K30,2019-09-10,2019-09-10,108
02079K30,2019-09-13,2019-09-13,120
02079K30,2019-09-16,2019-09-16,126
02079K30,2019-09-19,2019-09-19,109
02079K30,2019-09-23,2019-09-23,122
02079K30,2019-09-30,2019-09-30,104
02079K30,2019-10-07,2019-10-07,111
02079K30,2019-10-14,2019-10-14,118
02079K30,2019-10-15,2019-10-15,181
02079K30,2019-10-16,2019-10-16,112
02079K30,2019-10-21,2019-10-21,142
02079K30,2019-10-23,2019-10-23,101
02079K30,2019-10-28,2019-10-28,175
02079K30,2019-10-29,2019-10-29,114
02079K30,2019-11-01,2019-11-01,129
02079K30,2019-11-04,2019-11-04,130
02079K30,2019-11-11,2019-11-11,129
02079K30,2019-11-13,2019-11-13,128
02079K30,2019-11-14,2019-11-14,115
02079K30,2019-11-15,2019-11-15,125
02079K30,2019-11-18,2019-11-18,138
02079K30,2019-11-21,2019-11-21,116
02079K30,2019-11-25,2019-11-25,116
02079K30,2019-11-26,2019-11-26,107
02079K30,2019-12-02,2019-12-02,162
02079K30,2019-12-03,2019-12-03,137
02079K30,2019-12-04,2019-12-04,176
02079K30,2019-12-05,2019-12-05,103
02079K30,2019-12-09,2019-12-09,137
02079K30,2019-12-16,2019-12-16,118
02079K30,2019-12-23,2019-12-23,123
02079K30,2020-01-13,2020-01-13,105
02079K30,2020-01-27,2020-01-27,148
02079K30,2020-02-03,2020-02-03,165
02079K30,2020-02-04,2020-02-04,125
02079K30,2020-02-10,2020-02-10,107
02079K30,2020-02-20,2020-02-20,108
02079K30,2020-02-21,2020-02-21,105
02079K30,2020-02-24,2020-02-24,101
02079K30,2020-03-02,2020-03-02,133
